,series_id,date,value
6067,DFII20,2020-01-01 0:00:00,
6068,DFII20,2020-01-02 0:00:00,0.32
6069,DFII20,2020-01-03 0:00:00,0.26
6070,DFII20,2020-01-06 0:00:00,0.29
6071,DFII20,2020-01-07 0:00:00,0.33
6072,DFII20,2020-01-08 0:00:00,0.35
6073,DFII20,2020-01-09 0:00:00,0.33
6074,DFII20,2020-01-10 0:00:00,0.29
6863,DFII30,2019-12-10 0:00:00,0.5
6864,DFII30,2019-12-11 0:00:00,0.47
6865,DFII30,2019-12-12 0:00:00,0.53
6866,DFII30,2019-12-13 0:00:00,0.5
6867,DFII30,2019-12-16 0:00:00,0.52
6868,DFII30,2019-12-17 0:00:00,0.52
6869,DFII30,2019-12-18 0:00:00,0.54
6870,DFII30,2019-12-19 0:00:00,0.52
6871,DFII30,2019-12-20 0:00:00,0.52
6872,DFII30,2019-12-23 0:00:00,0.55
6873,DFII30,2019-12-24 0:00:00,0.53
6874,DFII30,2019-12-25 0:00:00,
6875,DFII30,2019-12-26 0:00:00,0.54
6876,DFII30,2019-12-27 0:00:00,0.54
6877,DFII30,2019-12-30 0:00:00,0.55
6878,DFII30,2019-12-31 0:00:00,0.58
6879,DFII30,2020-01-01 0:00:00,
6880,DFII30,2020-01-02 0:00:00,0.5
6881,DFII30,2020-01-03 0:00:00,0.45
6882,DFII30,2020-01-06 0:00:00,0.48
6883,DFII30,2020-01-07 0:00:00,0.52
6884,DFII30,2020-01-08 0:00:00,0.54
6885,DFII30,2020-01-09 0:00:00,0.52
6886,DFII30,2020-01-10 0:00:00,0.47
7675,DFII5,2019-12-10 0:00:00,0.09
7676,DFII5,2019-12-11 0:00:00,0.04
7677,DFII5,2019-12-12 0:00:00,0.11
7678,DFII5,2019-12-13 0:00:00,0.04
7679,DFII5,2019-12-16 0:00:00,0.08
7680,DFII5,2019-12-17 0:00:00,0.06
7681,DFII5,2019-12-18 0:00:00,0.06
7682,DFII5,2019-12-19 0:00:00,0.05
7683,DFII5,2019-12-20 0:00:00,0.06
7684,DFII5,2019-12-23 0:00:00,0.08
7685,DFII5,2019-12-24 0:00:00,0.05
7686,DFII5,2019-12-25 0:00:00,
7687,DFII5,2019-12-26 0:00:00,0.06
7688,DFII5,2019-12-27 0:00:00,0.04
7689,DFII5,2019-12-30 0:00:00,0.02
7690,DFII5,2019-12-31 0:00:00,0.01
7691,DFII5,2020-01-01 0:00:00,
7692,DFII5,2020-01-02 0:00:00,-0.05
7693,DFII5,2020-01-03 0:00:00,-0.1
7694,DFII5,2020-01-06 0:00:00,-0.08
7695,DFII5,2020-01-07 0:00:00,-0.05
7696,DFII5,2020-01-08 0:00:00,-0.01
7697,DFII5,2020-01-09 0:00:00,-0.02
7698,DFII5,2020-01-10 0:00:00,-0.04
8487,DFII7,2019-12-10 0:00:00,0.11
8488,DFII7,2019-12-11 0:00:00,0.07
8489,DFII7,2019-12-12 0:00:00,0.13
8490,DFII7,2019-12-13 0:00:00,0.07
8491,DFII7,2019-12-16 0:00:00,0.11
8492,DFII7,2019-12-17 0:00:00,0.09
8493,DFII7,2019-12-18 0:00:00,0.1
8494,DFII7,2019-12-19 0:00:00,0.09
8495,DFII7,2019-12-20 0:00:00,0.1
8496,DFII7,2019-12-23 0:00:00,0.12
8497,DFII7,2019-12-24 0:00:00,0.09
8498,DFII7,2019-12-25 0:00:00,
8499,DFII7,2019-12-26 0:00:00,0.1
8500,DFII7,2019-12-27 0:00:00,0.08
8501,DFII7,2019-12-30 0:00:00,0.08
8502,DFII7,2019-12-31 0:00:00,0.07
8503,DFII7,2020-01-01 0:00:00,
8504,DFII7,2020-01-02 0:00:00,0.01
8505,DFII7,2020-01-03 0:00:00,-0.05
8506,DFII7,2020-01-06 0:00:00,-0.02
8507,DFII7,2020-01-07 0:00:00,0.01
8508,DFII7,2020-01-08 0:00:00,0.04
8509,DFII7,2020-01-09 0:00:00,0.03
8510,DFII7,2020-01-10 0:00:00,0.01
9299,DLTIIT,2019-12-10 0:00:00,0.46
9300,DLTIIT,2019-12-11 0:00:00,0.44
9301,DLTIIT,2019-12-12 0:00:00,0.5
9302,DLTIIT,2019-12-13 0:00:00,0.46
9303,DLTIIT,2019-12-16 0:00:00,0.49
9304,DLTIIT,2019-12-17 0:00:00,0.48
9305,DLTIIT,2019-12-18 0:00:00,0.5
9306,DLTIIT,2019-12-19 0:00:00,0.48
9307,DLTIIT,2019-12-20 0:00:00,0.49
9308,DLTIIT,2019-12-23 0:00:00,0.51
9309,DLTIIT,2019-12-24 0:00:00,0.49
9310,DLTIIT,2019-12-25 0:00:00,
9311,DLTIIT,2019-12-26 0:00:00,0.5
9312,DLTIIT,2019-12-27 0:00:00,0.5
9313,DLTIIT,2019-12-30 0:00:00,0.51
9314,DLTIIT,2019-12-31 0:00:00,0.53
9315,DLTIIT,2020-01-01 0:00:00,
9316,DLTIIT,2020-01-02 0:00:00,0.46
9317,DLTIIT,2020-01-03 0:00:00,0.41
9318,DLTIIT,2020-01-06 0:00:00,0.44
9319,DLTIIT,2020-01-07 0:00:00,0.48
9320,DLTIIT,2020-01-08 0:00:00,0.5
9321,DLTIIT,2020-01-09 0:00:00,0.48
9322,DLTIIT,2020-01-10 0:00:00,0.43
10111,DPCREDIT,2019-12-10 0:00:00,2.25
10112,DPCREDIT,2019-12-11 0:00:00,2.25
10113,DPCREDIT,2019-12-12 0:00:00,2.25
10114,DPCREDIT,2019-12-13 0:00:00,2.25
10115,DPCREDIT,2019-12-16 0:00:00,2.25
10116,DPCREDIT,2019-12-17 0:00:00,2.25
10117,DPCREDIT,2019-12-18 0:00:00,2.25
10118,DPCREDIT,2019-12-19 0:00:00,2.25
10119,DPCREDIT,2019-12-20 0:00:00,2.25
10120,DPCREDIT,2019-12-23 0:00:00,2.25
10121,DPCREDIT,2019-12-24 0:00:00,2.25
10122,DPCREDIT,2019-12-25 0:00:00,2.25
10123,DPCREDIT,2019-12-26 0:00:00,2.25
10124,DPCREDIT,2019-12-27 0:00:00,2.25
10125,DPCREDIT,2019-12-30 0:00:00,2.25
10126,DPCREDIT,2019-12-31 0:00:00,2.25
10127,DPCREDIT,2020-01-01 0:00:00,2.25
10128,DPCREDIT,2020-01-02 0:00:00,2.25
10129,DPCREDIT,2020-01-03 0:00:00,2.25
10130,DPCREDIT,2020-01-06 0:00:00,2.25
10131,DPCREDIT,2020-01-07 0:00:00,2.25
10132,DPCREDIT,2020-01-08 0:00:00,2.25
10133,DPCREDIT,2020-01-09 0:00:00,2.25
10134,DPCREDIT,2020-01-10 0:00:00,2.25
10923,DPRIME,2019-12-10 0:00:00,4.75
10924,DPRIME,2019-12-11 0:00:00,4.75
10925,DPRIME,2019-12-12 0:00:00,4.75
10926,DPRIME,2019-12-13 0:00:00,4.75
10927,DPRIME,2019-12-16 0:00:00,4.75
10928,DPRIME,2019-12-17 0:00:00,4.75
10929,DPRIME,2019-12-18 0:00:00,4.75
10930,DPRIME,2019-12-19 0:00:00,4.75
10931,DPRIME,2019-12-20 0:00:00,4.75
10932,DPRIME,2019-12-23 0:00:00,4.75
10933,DPRIME,2019-12-24 0:00:00,4.75
10934,DPRIME,2019-12-25 0:00:00,
10935,DPRIME,2019-12-26 0:00:00,4.75
10936,DPRIME,2019-12-27 0:00:00,4.75
10937,DPRIME,2019-12-30 0:00:00,4.75
10938,DPRIME,2019-12-31 0:00:00,4.75
10939,DPRIME,2020-01-01 0:00:00,
10940,DPRIME,2020-01-02 0:00:00,4.75
10941,DPRIME,2020-01-03 0:00:00,4.75
10942,DPRIME,2020-01-06 0:00:00,4.75
10943,DPRIME,2020-01-07 0:00:00,4.75
10944,DPRIME,2020-01-08 0:00:00,4.75
10945,DPRIME,2020-01-09 0:00:00,4.75
10946,DPRIME,2020-01-10 0:00:00,4.75
11253,EECTOT,2020-01-01 0:00:00,137.6
11762,EFFR,2019-12-10 0:00:00,1.55
11763,EFFR,2019-12-11 0:00:00,1.55
11764,EFFR,2019-12-12 0:00:00,1.55
11765,EFFR,2019-12-13 0:00:00,1.55
11766,EFFR,2019-12-16 0:00:00,1.56
11767,EFFR,2019-12-17 0:00:00,1.55
11768,EFFR,2019-12-18 0:00:00,1.55
11769,EFFR,2019-12-19 0:00:00,1.55
11770,EFFR,2019-12-20 0:00:00,1.55
11771,EFFR,2019-12-23 0:00:00,1.55
11772,EFFR,2019-12-24 0:00:00,1.55
11773,EFFR,2019-12-25 0:00:00,
11774,EFFR,2019-12-26 0:00:00,1.55
11775,EFFR,2019-12-27 0:00:00,1.55
11776,EFFR,2019-12-30 0:00:00,1.55
11777,EFFR,2019-12-31 0:00:00,1.55
11778,EFFR,2020-01-01 0:00:00,
11779,EFFR,2020-01-02 0:00:00,1.55
11780,EFFR,2020-01-03 0:00:00,1.55
11781,EFFR,2020-01-06 0:00:00,1.55
11782,EFFR,2020-01-07 0:00:00,1.55
11783,EFFR,2020-01-08 0:00:00,1.55
11784,EFFR,2020-01-09 0:00:00,1.55
11785,EFFR,2020-01-10 0:00:00,1.54
12575,EFFRVOL,2019-12-10 0:00:00,75
12576,EFFRVOL,2019-12-11 0:00:00,73
12577,EFFRVOL,2019-12-12 0:00:00,75
12578,EFFRVOL,2019-12-13 0:00:00,70
12579,EFFRVOL,2019-12-16 0:00:00,69
12580,EFFRVOL,2019-12-17 0:00:00,68
12581,EFFRVOL,2019-12-18 0:00:00,74
12582,EFFRVOL,2019-12-19 0:00:00,73
12583,EFFRVOL,2019-12-20 0:00:00,69
12584,EFFRVOL,2019-12-23 0:00:00,69
12585,EFFRVOL,2019-12-24 0:00:00,71
12586,EFFRVOL,2019-12-25 0:00:00,
12587,EFFRVOL,2019-12-26 0:00:00,75
12588,EFFRVOL,2019-12-27 0:00:00,73
12589,EFFRVOL,2019-12-30 0:00:00,72
12590,EFFRVOL,2019-12-31 0:00:00,51
12591,EFFRVOL,2020-01-01 0:00:00,
12592,EFFRVOL,2020-01-02 0:00:00,74
12593,EFFRVOL,2020-01-03 0:00:00,79
12594,EFFRVOL,2020-01-06 0:00:00,77
12595,EFFRVOL,2020-01-07 0:00:00,80
12596,EFFRVOL,2020-01-08 0:00:00,83
12597,EFFRVOL,2020-01-09 0:00:00,81
12598,EFFRVOL,2020-01-10 0:00:00,83
12906,FRGSHPUSM649NCIS,2020-01-01 0:00:00,1.022
12933,GVIPT50002S,2020-01-01 0:00:00,3212.501
12960,GVIPT50030S,2020-01-01 0:00:00,4281.5304
12987,GVIPT51000S,2020-01-01 0:00:00,2417.9681
13014,GVIPT51100S,2020-01-01 0:00:00,539.1903
13041,GVIPT51110S,2020-01-01 0:00:00,359.9961
13068,GVIPT51120S,2020-01-01 0:00:00,179.3525
13095,GVIPT51200S,2020-01-01 0:00:00,1876.7376
13122,GVIPT52000S,2020-01-01 0:00:00,800.025
13149,GVIPT52100S,2020-01-01 0:00:00,640.3722
13176,GVIPT521A3S,2020-01-01 0:00:00,774.6845
13203,GVIPT52300S,2020-01-01 0:00:00,133.8047
13230,GVIPT54000S,2020-01-01 0:00:00,1069.2169
13257,GVIPT54100S,2020-01-01 0:00:00,327.8171
13284,GVIPT54200S,2020-01-01 0:00:00,738.0251
13311,GVIPT54220S,2020-01-01 0:00:00,290.4758
14022,INFECTDISEMVTRACKD,2019-12-10 0:00:00,0
14023,INFECTDISEMVTRACKD,2019-12-11 0:00:00,0.55
14024,INFECTDISEMVTRACKD,2019-12-12 0:00:00,0
14025,INFECTDISEMVTRACKD,2019-12-13 0:00:00,0
14026,INFECTDISEMVTRACKD,2019-12-14 0:00:00,0
14027,INFECTDISEMVTRACKD,2019-12-15 0:00:00,1.61
14028,INFECTDISEMVTRACKD,2019-12-16 0:00:00,3.76
14029,INFECTDISEMVTRACKD,2019-12-17 0:00:00,0
14030,INFECTDISEMVTRACKD,2019-12-18 0:00:00,1.65
14031,INFECTDISEMVTRACKD,2019-12-19 0:00:00,3.42
14032,INFECTDISEMVTRACKD,2019-12-20 0:00:00,1.28
14033,INFECTDISEMVTRACKD,2019-12-21 0:00:00,0
14034,INFECTDISEMVTRACKD,2019-12-22 0:00:00,0
14035,INFECTDISEMVTRACKD,2019-12-23 0:00:00,0
14036,INFECTDISEMVTRACKD,2019-12-24 0:00:00,0.83
14037,INFECTDISEMVTRACKD,2019-12-25 0:00:00,0
14038,INFECTDISEMVTRACKD,2019-12-26 0:00:00,1.49
14039,INFECTDISEMVTRACKD,2019-12-27 0:00:00,0
14040,INFECTDISEMVTRACKD,2019-12-28 0:00:00,0
14041,INFECTDISEMVTRACKD,2019-12-29 0:00:00,4.26
14042,INFECTDISEMVTRACKD,2019-12-30 0:00:00,0.97
14043,INFECTDISEMVTRACKD,2019-12-31 0:00:00,1.54
14044,INFECTDISEMVTRACKD,2020-01-01 0:00:00,1.89
14045,INFECTDISEMVTRACKD,2020-01-02 0:00:00,2.84
14046,INFECTDISEMVTRACKD,2020-01-03 0:00:00,1.33
14047,INFECTDISEMVTRACKD,2020-01-04 0:00:00,0
14048,INFECTDISEMVTRACKD,2020-01-05 0:00:00,0.86
14049,INFECTDISEMVTRACKD,2020-01-06 0:00:00,0.99
14050,INFECTDISEMVTRACKD,2020-01-07 0:00:00,0
14051,INFECTDISEMVTRACKD,2020-01-08 0:00:00,0.56
14052,INFECTDISEMVTRACKD,2020-01-09 0:00:00,1.16
14053,INFECTDISEMVTRACKD,2020-01-10 0:00:00,0
14917,IOER,2019-12-10 0:00:00,1.55
14918,IOER,2019-12-11 0:00:00,1.55
14919,IOER,2019-12-12 0:00:00,1.55
14920,IOER,2019-12-13 0:00:00,1.55
14921,IOER,2019-12-14 0:00:00,1.55
14922,IOER,2019-12-15 0:00:00,1.55
14923,IOER,2019-12-16 0:00:00,1.55
14924,IOER,2019-12-17 0:00:00,1.55
14925,IOER,2019-12-18 0:00:00,1.55
14926,IOER,2019-12-19 0:00:00,1.55
14927,IOER,2019-12-20 0:00:00,1.55
14928,IOER,2019-12-21 0:00:00,1.55
14929,IOER,2019-12-22 0:00:00,1.55
14930,IOER,2019-12-23 0:00:00,1.55
14931,IOER,2019-12-24 0:00:00,1.55
14932,IOER,2019-12-25 0:00:00,1.55
14933,IOER,2019-12-26 0:00:00,1.55
14934,IOER,2019-12-27 0:00:00,1.55
14935,IOER,2019-12-28 0:00:00,1.55
14936,IOER,2019-12-29 0:00:00,1.55
14937,IOER,2019-12-30 0:00:00,1.55
14938,IOER,2019-12-31 0:00:00,1.55
14939,IOER,2020-01-01 0:00:00,1.55
14940,IOER,2020-01-02 0:00:00,1.55
14941,IOER,2020-01-03 0:00:00,1.55
14942,IOER,2020-01-04 0:00:00,1.55
14943,IOER,2020-01-05 0:00:00,1.55
14944,IOER,2020-01-06 0:00:00,1.55
14945,IOER,2020-01-07 0:00:00,1.55
14946,IOER,2020-01-08 0:00:00,1.55
14947,IOER,2020-01-09 0:00:00,1.55
14948,IOER,2020-01-10 0:00:00,1.55
16055,IORR,2019-12-10 0:00:00,1.55
16056,IORR,2019-12-11 0:00:00,1.55
16057,IORR,2019-12-12 0:00:00,1.55
16058,IORR,2019-12-13 0:00:00,1.55
16059,IORR,2019-12-14 0:00:00,1.55
16060,IORR,2019-12-15 0:00:00,1.55
16061,IORR,2019-12-16 0:00:00,1.55
16062,IORR,2019-12-17 0:00:00,1.55
16063,IORR,2019-12-18 0:00:00,1.55
16064,IORR,2019-12-19 0:00:00,1.55
16065,IORR,2019-12-20 0:00:00,1.55
16066,IORR,2019-12-21 0:00:00,1.55
16067,IORR,2019-12-22 0:00:00,1.55
16068,IORR,2019-12-23 0:00:00,1.55
16069,IORR,2019-12-24 0:00:00,1.55
16070,IORR,2019-12-25 0:00:00,1.55
16071,IORR,2019-12-26 0:00:00,1.55
16072,IORR,2019-12-27 0:00:00,1.55
16073,IORR,2019-12-28 0:00:00,1.55
16074,IORR,2019-12-29 0:00:00,1.55
16075,IORR,2019-12-30 0:00:00,1.55
16076,IORR,2019-12-31 0:00:00,1.55
16077,IORR,2020-01-01 0:00:00,1.55
16078,IORR,2020-01-02 0:00:00,1.55
16079,IORR,2020-01-03 0:00:00,1.55
16080,IORR,2020-01-04 0:00:00,1.55
16081,IORR,2020-01-05 0:00:00,1.55
16082,IORR,2020-01-06 0:00:00,1.55
16083,IORR,2020-01-07 0:00:00,1.55
16084,IORR,2020-01-08 0:00:00,1.55
16085,IORR,2020-01-09 0:00:00,1.55
16086,IORR,2020-01-10 0:00:00,1.55
16509,MEDCPIM158SFRBCLE,2020-01-01 0:00:00,3.69880694
16614,MORTGAGE15US,2019-12-12 0:00:00,3.19
16615,MORTGAGE15US,2019-12-19 0:00:00,3.19
16616,MORTGAGE15US,2019-12-26 0:00:00,3.19
16617,MORTGAGE15US,2020-01-02 0:00:00,3.16
16618,MORTGAGE15US,2020-01-09 0:00:00,3.07
16777,MORTGAGE30US,2019-12-12 0:00:00,3.73
16778,MORTGAGE30US,2019-12-19 0:00:00,3.73
16779,MORTGAGE30US,2019-12-26 0:00:00,3.74
16780,MORTGAGE30US,2020-01-02 0:00:00,3.72
16781,MORTGAGE30US,2020-01-09 0:00:00,3.64
17344,OBFR,2019-12-10 0:00:00,1.54
17345,OBFR,2019-12-11 0:00:00,1.54
17346,OBFR,2019-12-12 0:00:00,1.54
17347,OBFR,2019-12-13 0:00:00,1.54
17348,OBFR,2019-12-16 0:00:00,1.55
17349,OBFR,2019-12-17 0:00:00,1.54
17350,OBFR,2019-12-18 0:00:00,1.54
17351,OBFR,2019-12-19 0:00:00,1.54
17352,OBFR,2019-12-20 0:00:00,1.54
17353,OBFR,2019-12-23 0:00:00,1.54
17354,OBFR,2019-12-24 0:00:00,1.54
17355,OBFR,2019-12-25 0:00:00,
17356,OBFR,2019-12-26 0:00:00,1.54
17357,OBFR,2019-12-27 0:00:00,1.54
17358,OBFR,2019-12-30 0:00:00,1.54
17359,OBFR,2019-12-31 0:00:00,1.55
17360,OBFR,2020-01-01 0:00:00,
17361,OBFR,2020-01-02 0:00:00,1.54
