,series_id,date,value
7694,DFII5,2020-01-06 00:00:00.0000000,-0.08
7695,DFII5,2020-01-07 00:00:00.0000000,-0.05
7696,DFII5,2020-01-08 00:00:00.0000000,-0.01
7697,DFII5,2020-01-09 00:00:00.0000000,-0.02
7698,DFII5,2020-01-10 00:00:00.0000000,-0.04
8505,DFII7,2020-01-03 00:00:00.0000000,-0.05
8506,DFII7,2020-01-06 00:00:00.0000000,-0.02
8507,DFII7,2020-01-07 00:00:00.0000000,0.01
8508,DFII7,2020-01-08 00:00:00.0000000,0.04
8509,DFII7,2020-01-09 00:00:00.0000000,0.03
8510,DFII7,2020-01-10 00:00:00.0000000,0.01
9317,DLTIIT,2020-01-03 00:00:00.0000000,0.41
9318,DLTIIT,2020-01-06 00:00:00.0000000,0.44
9319,DLTIIT,2020-01-07 00:00:00.0000000,0.48
9320,DLTIIT,2020-01-08 00:00:00.0000000,0.5
9321,DLTIIT,2020-01-09 00:00:00.0000000,0.48
9322,DLTIIT,2020-01-10 00:00:00.0000000,0.43
10129,DPCREDIT,2020-01-03 00:00:00.0000000,2.25
10130,DPCREDIT,2020-01-06 00:00:00.0000000,2.25
10131,DPCREDIT,2020-01-07 00:00:00.0000000,2.25
10132,DPCREDIT,2020-01-08 00:00:00.0000000,2.25
10133,DPCREDIT,2020-01-09 00:00:00.0000000,2.25
10134,DPCREDIT,2020-01-10 00:00:00.0000000,2.25
10941,DPRIME,2020-01-03 00:00:00.0000000,4.75
10942,DPRIME,2020-01-06 00:00:00.0000000,4.75
10943,DPRIME,2020-01-07 00:00:00.0000000,4.75
10944,DPRIME,2020-01-08 00:00:00.0000000,4.75
10945,DPRIME,2020-01-09 00:00:00.0000000,4.75
10946,DPRIME,2020-01-10 00:00:00.0000000,4.75
11780,EFFR,2020-01-03 00:00:00.0000000,1.55
11781,EFFR,2020-01-06 00:00:00.0000000,1.55
11782,EFFR,2020-01-07 00:00:00.0000000,1.55
11783,EFFR,2020-01-08 00:00:00.0000000,1.55
11784,EFFR,2020-01-09 00:00:00.0000000,1.55
11785,EFFR,2020-01-10 00:00:00.0000000,1.54
12593,EFFRVOL,2020-01-03 00:00:00.0000000,79.0
12594,EFFRVOL,2020-01-06 00:00:00.0000000,77.0
12595,EFFRVOL,2020-01-07 00:00:00.0000000,80.0
12596,EFFRVOL,2020-01-08 00:00:00.0000000,83.0
12597,EFFRVOL,2020-01-09 00:00:00.0000000,81.0
12598,EFFRVOL,2020-01-10 00:00:00.0000000,83.0
14046,INFECTDISEMVTRACKD,2020-01-03 00:00:00.0000000,1.33
14047,INFECTDISEMVTRACKD,2020-01-04 00:00:00.0000000,0.0
14048,INFECTDISEMVTRACKD,2020-01-05 00:00:00.0000000,0.86
14049,INFECTDISEMVTRACKD,2020-01-06 00:00:00.0000000,0.99
14050,INFECTDISEMVTRACKD,2020-01-07 00:00:00.0000000,0.0
14051,INFECTDISEMVTRACKD,2020-01-08 00:00:00.0000000,0.56
14052,INFECTDISEMVTRACKD,2020-01-09 00:00:00.0000000,1.16
14053,INFECTDISEMVTRACKD,2020-01-10 00:00:00.0000000,0.0
14941,IOER,2020-01-03 00:00:00.0000000,1.55
14942,IOER,2020-01-04 00:00:00.0000000,1.55
14943,IOER,2020-01-05 00:00:00.0000000,1.55
14944,IOER,2020-01-06 00:00:00.0000000,1.55
14945,IOER,2020-01-07 00:00:00.0000000,1.55
14946,IOER,2020-01-08 00:00:00.0000000,1.55
14947,IOER,2020-01-09 00:00:00.0000000,1.55
14948,IOER,2020-01-10 00:00:00.0000000,1.55
16079,IORR,2020-01-03 00:00:00.0000000,1.55
16080,IORR,2020-01-04 00:00:00.0000000,1.55
16081,IORR,2020-01-05 00:00:00.0000000,1.55
16082,IORR,2020-01-06 00:00:00.0000000,1.55
16083,IORR,2020-01-07 00:00:00.0000000,1.55
16084,IORR,2020-01-08 00:00:00.0000000,1.55
16085,IORR,2020-01-09 00:00:00.0000000,1.55
16086,IORR,2020-01-10 00:00:00.0000000,1.55
16618,MORTGAGE15US,2020-01-09 00:00:00.0000000,3.07
16781,MORTGAGE30US,2020-01-09 00:00:00.0000000,3.64
17362,OBFR,2020-01-03 00:00:00.0000000,1.54
17363,OBFR,2020-01-06 00:00:00.0000000,1.54
17364,OBFR,2020-01-07 00:00:00.0000000,1.54
17365,OBFR,2020-01-08 00:00:00.0000000,1.54
17366,OBFR,2020-01-09 00:00:00.0000000,1.54
17367,OBFR,2020-01-10 00:00:00.0000000,1.54
18175,OBFRVOL,2020-01-03 00:00:00.0000000,187.0
18176,OBFRVOL,2020-01-06 00:00:00.0000000,178.0
18177,OBFRVOL,2020-01-07 00:00:00.0000000,182.0
18178,OBFRVOL,2020-01-08 00:00:00.0000000,186.0
18179,OBFRVOL,2020-01-09 00:00:00.0000000,192.0
18180,OBFRVOL,2020-01-10 00:00:00.0000000,192.0
19300,SOFR,2020-01-03 00:00:00.0000000,1.55
19301,SOFR,2020-01-06 00:00:00.0000000,1.55
19302,SOFR,2020-01-07 00:00:00.0000000,1.56
19303,SOFR,2020-01-08 00:00:00.0000000,1.55
19304,SOFR,2020-01-09 00:00:00.0000000,1.55
19305,SOFR,2020-01-10 00:00:00.0000000,1.55
20048,SOFRVOL,2020-01-03 00:00:00.0000000,1030.0
20049,SOFRVOL,2020-01-06 00:00:00.0000000,1034.0
20050,SOFRVOL,2020-01-07 00:00:00.0000000,1028.0
20051,SOFRVOL,2020-01-08 00:00:00.0000000,1007.0
20052,SOFRVOL,2020-01-09 00:00:00.0000000,1011.0
20053,SOFRVOL,2020-01-10 00:00:00.0000000,1013.0
20861,SP500,2020-01-03 00:00:00.0000000,3234.85
20862,SP500,2020-01-06 00:00:00.0000000,3246.28
20863,SP500,2020-01-07 00:00:00.0000000,3237.18
20864,SP500,2020-01-08 00:00:00.0000000,3253.05
20865,SP500,2020-01-09 00:00:00.0000000,3274.7
20866,SP500,2020-01-10 00:00:00.0000000,3265.35
21674,T10YIE,2020-01-03 00:00:00.0000000,1.77
21675,T10YIE,2020-01-06 00:00:00.0000000,1.75
21676,T10YIE,2020-01-07 00:00:00.0000000,1.74
21677,T10YIE,2020-01-08 00:00:00.0000000,1.75
21678,T10YIE,2020-01-09 00:00:00.0000000,1.74
21679,T10YIE,2020-01-10 00:00:00.0000000,1.76
22487,TEDRATE,2020-01-03 00:00:00.0000000,0.38
22488,TEDRATE,2020-01-06 00:00:00.0000000,0.34
22489,TEDRATE,2020-01-07 00:00:00.0000000,0.37
22490,TEDRATE,2020-01-08 00:00:00.0000000,0.32
22491,TEDRATE,2020-01-09 00:00:00.0000000,0.34
22492,TEDRATE,2020-01-10 00:00:00.0000000,0.33
22877,TLAACBW027NBOG,2020-01-08 00:00:00.0000000,17887.443
23038,TLBACBW027NBOG,2020-01-08 00:00:00.0000000,15912.681999999999
23878,WLEMUINDXD,2020-01-03 00:00:00.0000000,68.11
23879,WLEMUINDXD,2020-01-04 00:00:00.0000000,217.28
23880,WLEMUINDXD,2020-01-05 00:00:00.0000000,250.16
23881,WLEMUINDXD,2020-01-06 00:00:00.0000000,101.33
23882,WLEMUINDXD,2020-01-07 00:00:00.0000000,94.95
23883,WLEMUINDXD,2020-01-08 00:00:00.0000000,105.29
23884,WLEMUINDXD,2020-01-09 00:00:00.0000000,29.81
23885,WLEMUINDXD,2020-01-10 00:00:00.0000000,10.3
